,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated
43,immutable-x,imx,Immutable,https://assets.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,1.11,1382511303,44,2208839216.0,635368161.0,1.23,1.1,-0.0908199062500603,-7.57654,-113759908.8944223,-7.60289,1251798947.490024,2000000000.0,2000000000.0,9.52,-88.29866,2021-11-26T01:03:01.536Z,0.378055,194.65576,2022-12-31T07:36:37.649Z,2023-11-16T23:30:52.232Z
44,arbitrum,arb,Arbitrum,https://assets.coingecko.com/coins/images/16547/large/photo_2023-03-29_21.47.00.jpeg?1696516109,1.076,1372211452,45,10762442758.0,493507487.0,1.17,1.072,-0.06348654880696425,-5.57051,-78183176.46503735,-5.39048,1275000000.0,10000000000.0,10000000000.0,8.67,-87.52454,2023-03-23T13:10:03.106Z,0.744925,45.25343,2023-09-11T19:40:49.196Z,2023-11-16T23:30:57.124Z
45,aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1696512452,90.53,1325727358,46,1449054659.0,221119314.0,97.89,90.38,-4.62980321446274,-4.8653,-64566942.90467334,-4.64412,14638259.219809996,16000000.0,16000000.0,661.69,-86.31365,2021-05-18T21:19:59.514Z,26.02,248.00245,2020-11-05T09:20:11.928Z,2023-11-16T23:31:01.345Z
46,injective-protocol,inj,Injective,https://assets.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1696512670,15.74,1323399658,47,1580073880.0,139518543.0,18.43,15.76,-1.2709659304534497,-7.47077,-102737764.55804515,-7.20392,83755555.66,100000000.0,100000000.0,24.89,-36.66533,2021-04-30T00:33:02.969Z,0.657401,2297.91592,2020-11-03T16:19:30.576Z,2023-11-16T23:31:00.031Z
47,maker,mkr,Maker,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1332.07,1197385079,48,1298775766.0,128112526.0,1428.27,1321.32,-82.15375769339153,-5.80911,-77299180.81482363,-6.06418,901310.9472893132,977631.036950888,1005577.0,6292.31,-78.88517,2021-05-03T21:54:29.333Z,168.36,689.16037,2020-03-16T20:52:36.527Z,2023-11-16T23:30:50.949Z
48,the-graph,grt,The Graph,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.127425,1183348831,49,1274221369.0,89210843.0,0.139812,0.126333,-0.005813123889008037,-4.36295,-51934018.60366416,-4.20422,9286838690.58057,10000000000.0,,2.84,-95.50851,2021-02-12T07:28:45.775Z,0.052051,145.19391,2022-11-22T10:05:03.503Z,2023-11-16T23:30:59.093Z
49,rocket-pool-eth,reth,Rocket Pool ETH,https://assets.coingecko.com/coins/images/20764/large/reth.png?1696520159,2135.59,1154026597,50,1154026597.0,9798897.0,2261.04,2125.52,-103.6574719013488,-4.62913,-53537296.54567528,-4.4335,540336.885315627,540358.901043089,,4814.31,-55.53211,2021-12-01T08:03:50.749Z,887.26,141.28368,2022-06-18T20:55:45.957Z,2023-11-16T23:30:58.005Z
50,elrond-erd-2,egld,MultiversX,https://assets.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,43.06,1127336174,51,1127557734.0,51932682.0,48.84,42.42,-3.9081351480347735,-8.32146,-105370468.94931126,-8.54789,26214315.0,26219467.0,31415926.0,545.64,-92.10564,2021-11-23T10:33:26.737Z,6.51,562.01025,2020-10-07T01:44:53.554Z,2023-11-16T23:30:55.834Z
51,render-token,rndr,Render,https://assets.coingecko.com/coins/images/11636/large/rndr.png?1696511529,2.96,1113987002,52,1580673167.0,406833275.0,3.31,2.81,0.127308,4.49799,56347819.0,5.3277,374242185.823796,531024671.103796,531024671.103796,8.78,-66.35601,2021-11-21T10:03:19.097Z,0.03665669,7961.16083,2020-06-16T13:22:25.900Z,2023-11-16T23:30:56.541Z
52,algorand,algo,Algorand,https://assets.coingecko.com/coins/images/4380/large/download.png?1696504978,0.134877,1079962438,53,1079962443.0,79357459.0,0.146913,0.133182,-0.007056907255890477,-4.97195,-55833819.29685235,-4.91583,8006093620.89327,8006093654.04827,10000000000.0,3.56,-96.21795,2019-06-20T14:51:19.480Z,0.087513,53.90175,2023-09-11T19:42:08.247Z,2023-11-16T23:30:59.734Z
53,flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.663358,974263041,54,974263041.0,88918562.0,0.735611,0.650827,-0.03501131541845959,-5.01329,-53064595.64612949,-5.1653,1471201014.0,1471201013.95802,1471201013.95802,42.4,-98.43534,2021-04-05T13:49:10.098Z,0.391969,69.24061,2023-09-11T19:41:06.528Z,2023-11-16T23:30:55.433Z
54,fantom,ftm,Fantom,https://assets.coingecko.com/coins/images/4001/large/Fantom_round.png?1696504642,0.344514,967895236,55,1096101153.0,262612910.0,0.376689,0.327346,0.01652606,5.03862,42636300.0,4.60804,2803634835.52659,3175000000.0,3175000000.0,3.46,-90.02667,2021-10-28T05:19:39.845Z,0.00190227,18032.81862,2020-03-13T02:25:38.280Z,2023-11-16T23:30:58.592Z
55,bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1696507128,48.41,947810482,56,1017905711.0,54493327.0,50.83,47.63,-1.8461259988922407,-3.6733,-30471090.501968503,-3.11476,19553893.75,21000000.0,21000000.0,489.75,-90.11896,2021-04-16T17:09:04.630Z,21.43,125.76559,2023-06-10T04:32:12.266Z,2023-11-16T23:30:51.539Z
56,havven,snx,Synthetix Network,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1696504103,2.86,941771765,57,943859885.0,178844375.0,3.3,2.86,-0.1432247612614339,-4.7675,-36349150.814632416,-3.71622,326492861.13952357,327216769.088774,327216769.088774,28.53,-89.95258,2021-02-14T01:12:38.505Z,0.0347864,8141.03635,2019-01-06T00:00:00.000Z,2023-11-16T23:30:52.584Z
57,theta-token,theta,Theta Network,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,0.927959,926736010,58,926736010.0,21118905.0,0.970347,0.919067,-0.030444583301658668,-3.17659,-30484153.76412177,-3.18465,1000000000.0,1000000000.0,1000000000.0,15.72,-94.10481,2021-04-16T13:15:11.190Z,0.04039979,2193.84252,2020-03-13T02:24:16.483Z,2023-11-16T23:30:51.951Z
58,blockstack,stx,Stacks,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1696503035,0.641892,914138906,59,1169523690.0,38417148.0,0.676584,0.641187,-0.010533168142089933,-1.61446,-11490398.64394939,-1.24136,1421009720.58368,1818000000.0,1818000000.0,3.39,-80.65348,2021-12-01T01:32:34.725Z,0.04559639,1338.22036,2020-03-13T02:29:26.415Z,2023-11-16T23:30:51.069Z
59,bittensor,tao,Bittensor,https://assets.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,158.07,910638626,60,910638626.0,5996189.0,174.06,158.29,-7.225386728162107,-4.37118,910638626.0,0.0,5653953.0,5653953.0,21000000.0,174.06,-7.45126,2023-11-16T04:40:14.178Z,30.83,422.52712,2023-05-14T08:57:53.732Z,2023-11-16T23:30:52.000Z
60,the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.417888,873130821,61,1250287611.0,108968432.0,0.45152,0.413651,-0.022355947569473955,-5.07809,-47277117.85542512,-5.13654,2095031926.2233226,3000000000.0,3000000000.0,8.4,-95.02932,2021-11-25T06:04:40.957Z,0.02897764,1340.3449,2020-11-04T15:59:14.441Z,2023-11-16T23:30:55.247Z
61,axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,6.22,823215165,62,1678053476.0,82480195.0,6.59,6.14,-0.2119710743718608,-3.29809,-27115474.322909236,-3.18882,132455906.71201333,270000000.0,270000000.0,164.9,-96.22997,2021-11-06T19:29:29.482Z,0.123718,4924.88185,2020-11-06T08:05:43.662Z,2023-11-16T23:30:54.434Z
62,celestia,tia,Celestia,https://assets.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,5.7,808130980,63,5729656605.0,241202269.0,6.3,5.55,-0.20290127163578298,-3.43899,-27802837.208302617,-3.32596,141043527.75,1000000000.0,,6.4,-10.44201,2023-11-15T15:49:59.271Z,2.08,174.99751,2023-10-31T15:14:31.951Z,2023-11-16T23:30:50.344Z
63,neo,neo,NEO,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,11.36,800248932,64,1134622051.0,62603265.0,12.15,11.22,-0.6472704089455341,-5.39085,-46442349.75771713,-5.48516,70530000.0,100000000.0,,198.38,-94.27042,2018-01-15T00:00:00.000Z,0.078349,14407.33847,2016-10-21T00:00:00.000Z,2023-11-16T23:30:50.060Z
64,eos,eos,EOS,https://assets.coingecko.com/coins/images/738/large/eos-eos-logo.png?1696501893,0.702769,792532927,65,,170403614.0,0.749691,0.689256,-0.025619076335463346,-3.51723,-28869567.99296367,-3.51467,1128118324.2174,,,22.71,-96.90671,2018-04-29T07:50:33.540Z,0.5024,39.83395,2017-10-23T00:00:00.000Z,2023-11-16T23:30:57.254Z
65,decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1696502010,0.427191,790070806,66,938154925.0,95774968.0,0.460073,0.424639,-0.023335134950345837,-5.17953,-40669884.60626495,-4.89562,1846994471.5697756,2193179327.32015,2193179327.32015,5.85,-92.71104,2021-11-25T10:04:18.534Z,0.00923681,4517.00473,2017-10-31T00:00:00.000Z,2023-11-16T23:30:54.512Z
66,whitebit,wbt,WhiteBIT Coin,https://assets.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,5.39,776642284,67,1964129760.0,5239945.0,5.48,5.36,-0.08359436275780574,-1.52658,-11268542.74409604,-1.43018,144118517.10815412,364475994.0,400000000.0,14.64,-63.15468,2022-10-28T12:32:18.119Z,3.06,76.23632,2023-02-13T19:01:21.899Z,2023-11-16T23:30:13.926Z
67,tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,0.835713,743144144,68,818286175.0,38688648.0,0.901055,0.830584,-0.04909556240256341,-5.54872,-41756003.774381995,-5.31991,891066848.97655,981165886.691062,,9.12,-90.86109,2021-10-04T00:41:18.025Z,0.350476,137.70777,2018-12-07T00:00:00.000Z,2023-11-16T23:30:50.894Z
68,kava,kava,Kava,https://assets.coingecko.com/coins/images/9761/large/kava.png?1696509822,0.785127,738535813,69,738486499.0,26566410.0,0.826275,0.781826,-0.034214638868575564,-4.17587,-26597693.952195287,-3.47622,937999542.0,937936909.0,,9.12,-91.38631,2021-08-30T11:10:02.948Z,0.287137,173.59389,2020-03-13T02:24:16.835Z,2023-11-16T23:30:47.869Z
69,usdd,usdd,USDD,https://assets.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,0.99846,723442414,70,,45548276.0,1.0,0.99157,0.00022865,0.02291,363290.0,0.05024,725332025.849769,,,1.052,-5.22631,2023-10-23T22:45:25.398Z,0.928067,7.41119,2022-06-19T16:15:11.558Z,2023-11-16T23:30:55.333Z
70,bitget-token,bgb,Bitget Token,https://assets.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.51413,719647405,71,1028066987.0,25699431.0,0.55885,0.502663,-0.02000091393788772,-3.74457,-27543114.14858699,-3.68622,1400001000.0,2000000000.0,2000000000.0,0.583922,-11.96994,2023-11-13T23:30:28.560Z,0.0142795,3499.75079,2020-06-25T04:17:05.895Z,2023-11-16T23:30:50.008Z
71,xdce-crowd-sale,xdc,XDC Network,https://assets.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,0.05183,716672733,72,1956078661.0,23993651.0,0.054014,0.051663,-0.001244645238528609,-2.34508,-20360297.52742982,-2.76247,13877731518.15,37877727516.6,,0.192754,-73.21107,2021-08-21T04:39:48.324Z,0.00039532,12962.08418,2019-07-22T00:00:00.000Z,2023-11-16T23:30:43.728Z
72,rollbit-coin,rlb,Rollbit Coin,https://assets.coingecko.com/coins/images/24552/large/unziL6wO_400x400.jpg?1696523729,0.214468,704992076,73,704992077.0,12700719.0,0.243586,0.20197,-0.028636639566496813,-11.77957,-98765336.00723648,-12.28795,3296951621.59,3296951622.0,5000000000.0,0.264358,-19.24094,2023-11-11T17:10:05.473Z,0.00093506,22732.01309,2022-07-02T02:46:34.730Z,2023-11-16T23:31:01.721Z
73,first-digital-usd,fdusd,First Digital USD,https://assets.coingecko.com/coins/images/31079/large/firstfigital.jpeg?1696529912,1.002,679934531,74,679934531.0,224554936.0,1.007,0.994614,0.00188128,0.18819,-2364429.729906082,-0.34654,681288134.77,681288134.77,,1.041,-4.22191,2023-10-23T22:55:15.103Z,0.942129,5.86449,2023-08-17T21:55:41.478Z,2023-11-16T23:30:48.504Z
74,frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/FRAX_icon.png?1696513182,0.99931,669698901,75,669698901.0,14139014.0,1.003,0.992604,-0.001735591136561965,-0.17338,164328.0,0.02454,670673780.559441,670673780.559441,,1.14,-12.30468,2021-02-07T12:55:35.766Z,0.874536,14.36029,2023-03-11T07:50:39.316Z,2023-11-16T23:30:54.378Z
75,dydx,ethdydx,dYdX,https://assets.coingecko.com/coins/images/17500/large/hjnIm9bV.jpg?1696517040,3.59,651287817,76,3615733071.0,401448294.0,4.18,3.58,-0.41374846459856407,-10.32271,-71950135.37388623,-9.94834,180126077.8316498,1000000000.0,1000000000.0,27.86,-86.86157,2021-09-30T01:23:43.570Z,1.011,262.20225,2022-06-18T20:55:50.603Z,2023-11-16T23:30:59.335Z
76,gala,gala,GALA,https://assets.coingecko.com/coins/images/12493/large/GALA-COINGECKO.png?1696512310,0.02330133,649664213,77,649659390.0,1078485139.0,0.02540199,0.02285251,-0.000823571963561011,-3.41378,-24464172.430854917,-3.62901,27965400671.0874,27965193079.0401,50000000000.0,0.824837,-97.1836,2021-11-26T01:03:48.731Z,0.00013475,17139.91313,2020-12-28T08:46:48.367Z,2023-11-16T23:30:59.069Z
77,mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1696515261,0.594402,597251011,78,652407929.0,26155246.0,0.646856,0.586132,-0.03465771555872399,-5.50944,-32847308.866780758,-5.21304,1002852464.84004,1095467212.84004,,9.09,-93.4063,2021-06-01T01:42:37.064Z,0.351341,70.60047,2023-10-11T04:00:22.740Z,2023-11-16T23:31:02.181Z
78,kucoin-shares,kcs,KuCoin,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,6.1,590574393,79,880571474.0,290629.0,6.26,6.05,-0.11143060483079648,-1.79343,-9189240.803574204,-1.53214,96732986.3190288,144232986.318945,,28.83,-78.83087,2021-12-01T15:09:35.541Z,0.342863,1680.02163,2019-02-07T00:00:00.000Z,2023-11-16T23:30:37.122Z
79,pancakeswap-token,cake,PancakeSwap,https://assets.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1696512440,2.51,585434158,80,979276729.0,209639946.0,2.73,2.47,-0.17666337303008062,-6.57656,-35043714.108529925,-5.64786,233258823.263379,390180405.538226,750000000.0,43.96,-94.28959,2021-04-30T10:08:22.934Z,0.194441,1191.16983,2020-11-03T14:29:34.165Z,2023-11-16T23:30:59.321Z
