,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated
74,dydx,ethdydx,dYdX,https://assets.coingecko.com/coins/images/17500/large/hjnIm9bV.jpg?1696517040,3.71,670852306,75,3724361699.0,422609961,4.18,3.58,-0.3644796463713105,-8.9444,-65490299.54722452,-8.894,180125444.4026029,1000000000.0,1000000000.0,27.86,-86.63827,2021-09-30T01:23:43.570Z,1.011,268.35834,2022-06-18T20:55:50.603Z,2023-11-16T21:00:34.077Z
75,frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/FRAX_icon.png?1696513182,0.998613,670406163,76,670406163.0,13852390,1.003,0.992604,-0.00168616228718177,-0.16857,25363.0,0.00378,670673780.559441,670673780.559441,,1.14,-12.34568,2021-02-07T12:55:35.766Z,0.874536,14.30683,2023-03-11T07:50:39.316Z,2023-11-16T21:00:34.310Z
76,gala,gala,GALA,https://assets.coingecko.com/coins/images/12493/large/GALA-COINGECKO.png?1696512310,0.0232145,652566194,77,652566293.0,1127391626,0.02540199,0.02285251,-0.000957385296534771,-3.96074,-24148176.899065852,-3.56844,27964530197.6631,27964534439.6631,50000000000.0,0.824837,-97.17055,2021-11-26T01:03:48.731Z,0.00013475,17219.829,2020-12-28T08:46:48.367Z,2023-11-16T21:00:36.241Z
77,mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1696515261,0.598846,601587859,78,657176946.0,27773460,0.646856,0.586132,-0.030555266593564338,-4.85466,-28290369.326562762,-4.4914,1002771864.84004,1095431932.84004,,9.09,-93.40042,2021-06-01T01:42:37.064Z,0.351341,70.75277,2023-10-11T04:00:22.740Z,2023-11-16T21:00:33.539Z
78,pancakeswap-token,cake,PancakeSwap,https://assets.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1696512440,2.54,592482046,79,991131038.0,231458854,2.73,2.47,-0.16102545791486245,-5.95474,-44113550.409251094,-6.9296,233243512.966543,390180405.538226,750000000.0,43.96,-94.21525,2021-04-30T10:08:22.934Z,0.194441,1207.9803,2020-11-03T14:29:34.165Z,2023-11-16T21:00:37.839Z
79,kucoin-shares,kcs,KuCoin,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,6.1,590174449,80,879975141.0,196839,6.26,6.05,-0.09057338207661125,-1.46283,-9293182.900810122,-1.55024,96732986.3190288,144232986.318945,,28.83,-78.8134,2021-12-01T15:09:35.541Z,0.342863,1681.49086,2019-02-07T00:00:00.000Z,2023-11-16T21:00:16.644Z
80,ecash,xec,eCash,https://assets.coingecko.com/coins/images/16646/large/Logo_final-22.png?1696516207,2.987e-05,584290697,81,627487868.0,6949028,3.173e-05,2.948e-05,-1.438375779374e-06,-4.59494,-26610883.216225147,-4.356,19554329673093.0,21000000000000.0,21000000000000.0,0.00038001,-92.13721,2021-09-04T17:09:31.137Z,1.847e-05,61.77473,2021-07-20T20:49:46.212Z,2023-11-16T21:00:35.412Z
81,wemix-token,wemix,WEMIX,https://assets.coingecko.com/coins/images/12998/large/wemixcoin_color_200.png?1696512788,1.8,580672754,82,1754347407.0,5220334,1.87,1.79,-0.001125279120569367,-0.06265,-908634.0575598478,-0.15624,323719577.794085,978032116.042819,,24.71,-92.74247,2021-11-21T17:33:44.178Z,0.128398,1296.79991,2021-06-22T12:52:49.089Z,2023-11-16T21:00:33.369Z
82,frax-ether,frxeth,Frax Ether,https://assets.coingecko.com/coins/images/28284/large/frxETH_icon.png?1696527284,1953.63,571413211,83,571413211.0,1763549,2068.4,1945.7,-86.38679975088212,-4.23462,-25045444.28838992,-4.19902,292252.618910151,292252.618910151,,2134.61,-8.46729,2023-04-16T19:24:52.171Z,1137.25,71.80671,2022-11-23T02:25:33.267Z,2023-11-16T21:00:20.459Z
83,rocket-pool,rpl,Rocket Pool,https://assets.coingecko.com/coins/images/2090/large/rocket_pool_%28RPL%29.png?1696503058,28.57,566896070,84,566896070.0,6935408,30.76,28.19,-0.8537388559887695,-2.90153,-17697879.39438939,-3.02738,19842347.4627471,19842347.4627471,,61.9,-53.83091,2023-04-16T19:20:19.534Z,0.00884718,322914.97231,2018-08-28T00:00:00.000Z,2023-11-16T21:00:28.995Z
84,frax-share,fxs,Frax Share,https://assets.coingecko.com/coins/images/13423/large/Frax_Shares_icon.png?1696513183,7.51,565141017,85,750319194.0,45597127,8.11,7.4,-0.6046023267370213,-7.45371,-43318587.04472411,-7.11939,75080182.1550574,99681495.5911336,99681495.5911336,42.8,-82.4124,2022-01-12T15:22:27.465Z,1.5,400.77532,2021-06-25T16:50:51.447Z,2023-11-16T21:00:30.732Z
85,tokenize-xchange,tkx,Tokenize Xchange,https://assets.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,7.03,562480297,86,703135528.0,12006455,7.41,6.94,0.088723,1.27757,6538347.0,1.17608,79995999.94518414,100000000.0,100000000.0,22.3,-68.41366,2022-10-31T10:23:59.455Z,0.111255,6230.12739,2019-04-28T00:00:00.000Z,2023-11-16T20:59:53.567Z
86,gatechain-token,gt,Gate,https://assets.coingecko.com/coins/images/8183/large/gate.png?1696508395,4.13,561962769,87,1237510008.0,2030921,4.22,4.1,-0.062053468940777456,-1.48176,-7321753.350857258,-1.28613,136232296.7235079,300000000.0,,12.94,-68.09841,2021-05-12T11:39:16.531Z,0.25754,1503.11254,2020-03-13T02:18:02.481Z,2023-11-16T21:00:32.188Z
87,klay-token,klay,Klaytn,https://assets.coingecko.com/coins/images/9672/large/klaytn.png?1696509742,0.172661,559327827,88,,19172605,0.179648,0.168426,0.0029478,1.73693,8608741.0,1.56318,3242875376.48232,,,4.34,-96.0207,2021-03-30T03:44:28.828Z,0.06044,185.67107,2020-04-29T08:19:34.574Z,2023-11-16T21:00:34.714Z
88,iota,iota,IOTA,https://assets.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1696501881,0.184387,556725572,89,848276171.0,10739366,0.195622,0.181601,-0.007628569730714879,-3.97289,-24739503.63707578,-4.25468,3018990414.0,4600000000.0,4600000000.0,5.25,-96.4786,2017-12-19T00:00:00.000Z,0.081637,126.40409,2020-03-13T02:22:41.168Z,2023-11-16T21:00:36.119Z
89,cheelee,cheel,Cheelee,https://assets.coingecko.com/coins/images/28573/large/CHEEL_%D1%82%D0%BE%D0%BD%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%B2%D0%BE%D0%B4%D0%BA%D0%B0_%283%29.png?1696527561,10.19,550689259,90,10228635742.0,4063425,10.58,10.16,-0.33399909763844526,-3.17247,-11187921.737297058,-1.99117,53837996.8920322,1000000000.0,1000000000.0,17.32,-41.08926,2023-07-16T21:40:08.888Z,3.44,196.63642,2023-02-13T02:53:08.933Z,2023-11-16T21:00:34.936Z
90,conflux-token,cfx,Conflux,https://assets.coingecko.com/coins/images/13079/large/3vuYMbjN.png?1696512867,0.156913,545122783,91,858146538.0,49045595,0.17409,0.155823,-0.010750826794288931,-6.41212,-39492785.648528814,-6.75534,3455896591.40426,5440362775.67582,,1.7,-90.72421,2021-03-27T03:43:35.178Z,0.02199898,617.15536,2022-12-30T08:16:30.345Z,2023-11-16T21:00:34.851Z
91,sui,sui,Sui,https://assets.coingecko.com/coins/images/26375/large/sui_asset.jpeg?1696525453,0.563297,544794341,92,5642159450.0,163732050,0.637203,0.552687,-0.043614844938043795,-7.18635,-42497895.92899835,-7.23624,965577711.312692,10000000000.0,10000000000.0,2.16,-73.93413,2023-05-03T12:00:26.430Z,0.364846,54.49755,2023-10-19T10:40:30.078Z,2023-11-16T21:00:32.535Z
92,chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,0.075998,531158614,93,676841846.0,78624936,0.081223,0.074778,-0.003378147406519899,-4.25589,-24480440.09744668,-4.40582,6975647158.46,8888888888.0,8888888888.0,0.878633,-91.32462,2021-03-13T08:04:21.200Z,0.00410887,1755.12483,2019-09-28T00:00:00.000Z,2023-11-16T21:00:28.641Z
93,ordinals,ordi,ORDI,https://assets.coingecko.com/coins/images/30162/large/ordi.png?1696529082,25.04,528887339,94,528887339.0,373129931,27.52,23.75,0.876578,3.62841,21038776.0,4.14273,21000000.0,21000000.0,,28.52,-11.68211,2023-05-08T10:00:30.880Z,2.86,780.27718,2023-09-11T15:22:32.140Z,2023-11-16T21:00:35.162Z
94,curve-dao-token,crv,Curve DAO,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1696511967,0.573235,525911701,95,1171380128.0,115616713,0.62199,0.566988,-0.03663987413180814,-6.00777,-35422665.82357508,-6.31044,914896841.0,2037779299.20786,3303030299.0,15.37,-96.25122,2020-08-14T00:00:00.000Z,0.331577,73.79532,2020-11-05T13:09:50.181Z,2023-11-16T21:00:33.176Z
95,illuvium,ilv,Illuvium,https://assets.coingecko.com/coins/images/14468/large/logo-200x200.png?1696514154,86.03,521714326,96,830493010.0,40728216,98.11,83.6,-6.79647199043643,-7.32143,-38405652.50061774,-6.85668,6038710.20445135,9612744.69015558,,1911.26,-95.47968,2021-11-30T15:18:57.382Z,29.23,195.60839,2021-06-22T14:11:59.151Z,2023-11-16T21:00:33.941Z
96,apecoin,ape,ApeCoin,https://assets.coingecko.com/coins/images/24383/large/apecoin.jpg?1696523566,1.4,515970722,97,1399835788.0,86808188,1.5,1.38,-0.05502467825554258,-3.78858,-22167731.929665446,-4.11934,368593750.0,1000000000.0,1000000000.0,26.7,-94.75604,2022-04-28T21:44:21.164Z,1.008,38.94259,2023-10-10T20:51:07.411Z,2023-11-16T21:00:28.059Z
97,trust-wallet-token,twt,Trust Wallet,https://assets.coingecko.com/coins/images/11085/large/Trust.png?1696511026,1.22,508569540,98,1220616013.0,49416685,1.3,1.2,-0.02040875601156067,-1.64708,-7250615.185440123,-1.40565,416649900.0,1000000000.0,,2.72,-55.08768,2022-12-11T23:25:46.205Z,0.00277641,43914.49156,2020-06-09T09:15:06.983Z,2023-11-16T21:00:23.036Z
98,tether-gold,xaut,Tether Gold,https://assets.coingecko.com/coins/images/10481/large/Tether_Gold.png?1696510471,1980.64,488651568,99,488651568.0,10872666,1986.84,1957.65,18.58,0.94697,5238636.0,1.08368,246524.33,246524.33,,2169.74,-8.61422,2023-03-15T20:36:21.941Z,1447.84,36.95109,2020-03-19T13:45:41.821Z,2023-11-16T21:00:32.054Z
99,woo-network,woo,WOO Network,https://assets.coingecko.com/coins/images/12921/large/WOO_Logos_2023_Profile_Pic_WOO.png?1696512709,0.27444,485907154,100,612448797.0,61791286,0.295217,0.256128,0.01581007,6.11301,29604456.0,6.4879,1769591460.70354,2230434666.90186,2230434666.90186,1.78,-84.56647,2021-11-15T13:44:18.437Z,0.02211546,1141.0021,2021-01-04T10:19:13.803Z,2023-11-16T21:00:33.499Z
